0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
169,50,65,222,147,58,185,47,183,128,200,86,175,85,230,230
133,167,131,228,140,167,159,159,45,106,163,23,127,30,229,229
144,111,211,69,148,156,184,125,92,220,41,148,39,108,228,228
13,42,145,193,14,31,21,69,110,59,54,37,79,77,227,227
134,186,85,155,96,120,89,216,9,2,134,90,229,144,226,226
230,171,140,232,230,185,184,144,78,146,214,83,15,106,225,225
139,168,31,192,95,168,58,134,232,83,218,40,227,44,207,207
94,163,4,147,87,104,35,156,251,39,246,151,229,161,190,190
163,136,223,29,176,113,153,130,128,209,51,191,28,131,144,144
24,81,90,13,116,164,19,84,198,96,200,203,162,176,189,189
78,83,141,178,46,83,117,57,167,152,83,201,162,191,157,157
192,154,25,6,192,139,193,143,232,174,218,240,173,191,156,156
177,236,135,188,181,226,189,231,219,146,173,44,131,52,155,155
214,160,75,229,218,176,227,169,4,93,204,29,51,11,154,154
46,60,195,74,32,53,116,102,119,61,17,137,97,197,153,153
29,181,230,125,39,182,23,149,81,136,7,86,34,114,152,152
153,51,36,20,52,19,142,79,27,152,212,141,239,204,151,151
13,61,148,168,5,45,40,38,103,5,79,178,100,166,150,150
198,143,73,111,198,147,210,164,13,198,194,111,135,99,149,149
98,16,183,221,92,31,80,17,146,81,106,93,80,84,148,148
191,229,188,118,187,240,188,245,200,119,142,186,162,133,147,147
235,192,93,31,233,179,231,188,208,216,160,181,39,187,146,146
237,238,43,152,234,241,237,190,245,180,241,125,201,109,145,145
45,120,156,117,29,126,92,189,87,220,73,198,90,131,143,143
198,109,225,202,233,157,203,97,53,174,50,131,16,104,129,129
218,238,16,249,208,235,224,227,233,66,238,2,225,18,142,142
182,214,37,52,170,213,74,230,233,246,227,228,193,107,141,141
35,136,176,51,17,158,41,94,20,91,110,234,88,169,140,140
97,1,37,222,98,1,137,4,220,86,220,16,227,211,139,139
92,240,205,20,119,232,116,239,52,157,25,226,43,168,138,138
134,209,160,233,141,198,106,176,45,20,120,8,107,35,137,137
60,80,88,144,35,38,41,114,58,110,147,103,235,192,136,136
5,4,156,90,4,2,19,9,26,205,61,153,122,221,135,135
164,28,178,143,122,50,160,25,151,48,137,168,147,151,134,134
252,133,252,64,246,124,251,147,52,248,2,223,4,128,133,133
213,203,90,48,217,215,181,222,199,130,181,222,58,128,132,132
134,55,114,84,117,46,106,54,170,98,94,175,132,218,131,131
88,150,182,87,91,179,71,200,152,169,70,178,61,135,130,130
208,211,53,164,206,204,192,151,237,115,205,79,182,111,158,158
19,40,144,192,13,35,18,65,162,11,70,49,72,78,159,159
242,201,244,243,251,205,248,204,165,93,44,2,24,160,160,160
66,21,209,129,48,65,53,12,130,166,45,173,35,152,161,161
193,148,43,232,202,142,235,229,249,46,242,21,204,36,188,188
144,163,18,16,129,172,178,142,204,223,236,212,217,162,187,187
105,153,111,182,112,166,151,194,106,229,152,191,51,110,186,186
180,187,53,104,178,222,164,218,190,22,177,180,148,134,185,185
152,188,53,207,176,188,190,229,229,61,204,30,188,34,184,184
183,246,154,5,174,234,161,242,139,189,60,231,85,175,183,183
248,185,237,87,247,192,249,188,135,190,82,125,2,182,182,182
118,130,107,184,126,162,177,182,178,128,121,171,120,117,181,181
17,3,85,155,7,6,16,3,180,72,107,56,211,78,180,180
72,182,209,230,75,166,28,164,72,11,41,7,49,39,179,179
96,144,63,72,57,113,34,173,24,39,139,141,186,157,178,178
42,89,206,247,41,111,85,87,9,70,34,8,57,17,177,177
155,150,79,132,156,188,162,79,215,102,180,166,150,96,176,176
178,183,114,176,182,192,225,233,189,135,150,41,125,60,175,175
176,229,101,53,174,221,179,231,37,51,96,203,170,125,174,174
167,140,81,73,61,183,201,184,177,248,155,235,225,178,173,173
141,239,206,4,130,211,155,240,97,14,62,228,59,179,172,172
120,47,117,82,151,22,143,39,229,166,211,173,28,232,171,171
131,192,153,184,97,175,143,203,91,5,39,185,112,119,170,170
216,242,18,246,211,233,222,225,31,55,235,12,223,21,169,169
49,92,94,104,37,73,94,153,191,194,85,97,165,205,168,168
49,175,181,237,47,156,45,212,17,96,57,30,54,31,167,167
56,31,26,22,91,26,54,39,49,5,222,162,153,240,166,166
127,95,164,228,127,132,183,178,85,89,98,13,101,37,165,165
41,66,200,243,42,85,56,85,169,87,69,14,67,21,164,164
122,66,43,56,116,69,138,124,54,141,172,150,155,191,163,163
51,162,200,234,39,148,139,187,126,65,41,87,66,75,162,162
65,86,3,16,139,149,98,101,252,67,251,239,221,177,33,33
196,222,61,225,194,227,183,224,68,43,170,21,196,29,1,1
