0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
195,137,186,4,190,140,202,175,123,30,68,188,65,48,50,50
142,109,168,103,143,77,196,121,60,40,14,42,49,67,24,24
89,111,98,122,90,133,124,149,148,45,106,108,49,73,23,23
83,154,113,133,104,180,117,148,143,120,109,107,2,60,22,22
112,43,56,45,132,60,74,23,158,197,127,186,142,180,21,21
176,179,138,156,174,181,187,203,130,70,80,117,21,21,20,20
195,195,56,203,187,195,186,203,180,168,183,130,21,65,19,19
131,56,97,63,67,17,121,97,49,42,102,114,112,190,18,18
106,66,154,72,123,67,153,89,95,25,23,86,21,175,17,17
138,144,71,196,133,159,158,172,48,5,141,147,18,60,16,16
103,117,58,192,80,130,159,162,200,117,176,40,154,41,15,15
31,6,100,9,56,49,13,10,121,200,60,192,192,150,13,13
52,76,199,117,38,64,85,106,107,157,26,106,16,41,2,2
3,68,192,100,30,33,1,43,60,124,10,51,14,165,12,12
154,37,185,37,166,49,188,46,122,190,47,186,1,192,11,11
9,32,146,24,17,18,45,27,113,106,50,166,155,194,10,10
68,89,94,104,80,99,115,128,175,150,152,149,139,93,9,9
120,30,27,36,78,11,26,10,88,34,165,169,112,178,8,8
190,171,21,121,192,172,170,193,166,178,160,118,9,16,7,7
193,195,27,151,195,195,58,92,175,112,144,82,9,10,6,6
72,19,17,14,89,85,64,44,63,66,197,192,13,141,5,5
32,71,104,149,31,39,66,104,59,21,97,96,10,148,4,4
60,55,65,16,111,105,94,57,148,190,167,193,10,168,3,3
203,199,161,62,194,199,191,200,69,29,36,140,63,9,25,25
39,142,159,106,38,127,14,26,79,104,20,66,176,32,26,26
66,55,186,162,117,50,49,49,67,46,37,47,4,67,27,27
18,69,34,168,14,47,27,76,188,65,163,44,186,155,28,28
5,36,163,30,71,38,30,40,57,29,74,184,109,164,49,49
164,93,1,26,99,47,158,43,201,138,203,168,192,115,48,48
42,178,7,75,56,189,94,184,200,103,197,63,2,15,47,47
199,166,143,87,199,174,201,174,88,100,19,15,5,12,46,46
128,19,203,34,160,19,170,22,65,170,1,167,54,3,45,45
30,71,117,176,35,68,110,96,67,108,80,26,7,9,44,44
121,104,149,131,126,106,126,114,37,116,12,105,46,23,43,43
86,130,40,80,70,137,95,57,103,133,136,70,44,35,42,42
115,173,32,112,131,171,91,54,194,170,184,84,43,3,41,41
3,33,64,74,4,25,10,57,51,36,126,70,200,169,40,40
39,132,54,153,66,170,84,143,178,61,147,81,42,43,39,39
118,86,11,102,105,98,110,119,6,72,192,77,25,178,38,38
183,107,190,34,178,100,181,116,114,27,55,187,54,39,37,37
165,110,182,194,179,86,201,191,115,134,47,40,10,39,36,36
66,99,167,59,92,105,156,168,38,160,4,143,130,102,35,35
74,52,117,20,26,36,98,51,31,116,43,180,56,185,34,34
152,97,20,64,160,144,13,30,187,170,172,129,11,41,33,33
144,167,123,98,100,150,154,191,108,172,83,106,35,39,32,32
19,167,54,173,27,160,36,144,35,99,140,12,35,34,31,31
195,184,193,127,191,187,201,195,96,4,43,48,36,40,30,30
19,132,110,69,17,83,29,84,96,101,44,66,179,118,29,29
143,202,111,172,141,197,164,193,72,162,66,94,32,47,101,101
4,89,114,144,10,104,48,143,33,167,98,117,181,136,52,52
156,177,58,192,170,177,44,113,185,34,131,1,99,1,102,102
32,37,13,52,29,48,30,65,184,174,191,146,163,152,154,154
30,56,155,54,39,60,56,54,119,136,59,47,152,30,177,177
133,167,52,88,169,171,137,165,167,134,140,63,29,32,176,176
34,20,99,58,71,63,19,33,140,164,94,144,17,27,175,175
131,166,76,151,135,171,141,136,152,35,178,99,118,172,174,174
177,188,83,171,175,187,164,160,37,26,131,18,121,50,173,173
163,150,93,56,170,140,73,66,148,1,120,156,35,126,172,172
48,27,191,160,97,45,112,66,31,160,41,76,161,4,171,171
36,78,144,201,23,63,99,133,41,106,73,37,130,118,170,170
18,146,141,110,15,127,20,78,114,129,79,56,190,144,169,169
134,177,46,132,110,164,158,190,152,1,182,124,176,8,168,168
10,86,134,93,7,52,8,58,25,127,76,13,196,153,166,166
138,105,88,195,135,81,131,94,149,110,144,36,19,163,155,155
108,91,85,74,87,48,90,97,12,108,115,93,164,155,165,165
147,63,83,60,169,100,93,68,164,27,133,141,25,160,164,164
46,49,122,56,46,43,89,69,138,118,64,41,44,187,163,163
16,116,21,193,5,49,15,123,39,133,172,100,198,140,162,162
77,103,190,153,68,107,103,189,19,167,67,132,158,159,161,161
97,49,192,69,109,62,131,74,70,119,13,89,158,167,160,160
185,178,83,94,165,190,12,30,21,4,103,42,145,145,159,159
144,124,115,73,111,124,152,162,11,162,110,142,159,73,158,158
47,19,70,47,23,6,68,13,165,184,116,155,139,184,157,157
176,145,133,185,173,145,146,174,123,63,76,7,153,152,156,156
119,70,31,26,63,11,160,28,181,190,171,162,161,193,178,178
203,182,126,192,203,168,198,181,5,107,111,40,22,165,179,179
107,32,142,21,119,38,162,37,96,194,24,182,21,124,180,180
188,93,63,105,178,88,135,126,159,84,134,106,137,134,181,181
12,38,46,112,13,63,20,20,1,79,166,82,194,122,202,202
38,34,103,23,30,16,100,85,115,4,83,168,164,159,201,201
174,156,185,77,182,167,179,143,72,15,25,66,147,117,200,200
168,193,191,172,167,145,200,200,30,131,40,141,165,114,199,199
87,22,178,52,116,9,186,103,87,136,42,154,120,199,198,198
42,117,148,98,64,134,37,90,48,165,46,83,161,30,197,197
44,35,71,88,23,27,61,46,163,4,139,60,190,201,196,196
64,22,25,87,59,22,31,55,42,29,173,85,143,128,195,195
68,10,22,119,60,23,32,53,170,135,168,86,144,133,194,194
93,66,40,111,85,31,70,73,170,69,163,109,145,91,193,193
19,94,2,90,3,1,2,13,28,25,182,2,203,197,192,192
109,144,80,108,88,122,141,166,139,76,93,15,157,27,191,191
113,150,16,82,31,95,127,167,11,9,139,9,166,153,190,190
65,108,165,176,74,106,67,78,37,85,13,89,174,180,189,189
194,202,162,181,159,187,10,69,119,136,32,100,166,57,188,188
193,194,183,174,199,190,77,83,28,39,11,90,172,118,187,187
17,54,23,175,17,64,5,16,61,100,134,19,197,100,186,186
4,15,138,192,5,5,18,23,30,39,67,17,128,125,185,185
52,25,4,176,36,38,20,5,203,78,198,27,199,82,184,184
61,42,8,173,44,73,15,6,201,36,191,20,203,76,183,183
26,6,122,46,13,7,35,1,93,70,7,152,201,146,182,182
200,146,202,51,199,153,191,125,54,33,1,158,23,104,167,167
17,1,87,46,76,46,107,37,111,109,67,151,99,87,153,153
203,158,138,53,201,167,196,128,86,171,13,150,26,102,116,116
121,169,37,130,112,156,136,175,11,18,152,120,115,133,152,152
22,72,45,151,19,68,12,102,172,36,175,105,196,163,126,126
74,169,86,140,62,149,124,158,178,15,134,107,191,13,125,125
114,169,52,141,96,130,143,185,1,176,167,133,113,72,124,124
127,144,10,136,123,129,81,166,1,164,193,108,112,81,123,123
183,171,183,143,180,186,191,196,109,129,64,122,111,107,122,122
47,23,174,165,96,40,7,6,58,76,11,25,107,115,121,121
22,95,152,119,16,44,85,68,77,16,5,44,106,129,120,120
4,35,129,160,2,22,14,43,90,2,47,36,197,163,119,119
128,133,23,165,124,115,8,18,33,64,137,4,114,97,118,118
16,32,118,170,16,20,2,5,85,50,46,5,113,99,117,117
105,121,75,179,86,117,126,175,182,89,153,7,198,40,115,115
153,83,193,42,157,68,176,43,75,187,17,170,83,182,104,104
13,3,107,38,15,7,15,7,34,165,40,155,185,198,114,114
189,114,108,43,178,86,179,71,101,52,54,160,5,93,113,113
104,55,122,28,71,29,120,35,146,125,98,161,158,196,112,112
72,38,36,22,39,17,54,60,137,193,135,171,73,158,111,111
50,9,23,17,12,2,27,29,199,184,180,159,175,198,110,110
187,102,191,41,174,97,182,121,124,184,58,173,74,98,109,109
162,24,54,41,158,55,146,59,145,189,131,166,157,164,108,108
130,46,114,25,145,51,82,60,68,179,96,175,78,102,107,107
199,15,71,26,190,57,176,45,193,180,178,168,79,106,106,106
27,1,76,18,1,1,20,6,150,187,104,162,201,195,105,105
94,5,74,30,40,1,16,37,156,29,112,173,173,191,127,127
197,193,167,70,155,159,129,87,65,80,8,41,142,72,128,128
1,3,75,54,3,9,2,7,56,9,17,14,198,178,129,129
58,86,124,71,22,100,45,21,31,8,52,20,141,62,130,130
98,184,64,94,99,188,33,127,186,72,176,58,132,60,151,151
7,131,133,110,8,93,5,87,83,129,77,36,201,116,150,150
69,172,113,139,84,172,170,167,143,133,152,64,131,143,149,149
101,188,94,142,110,191,124,164,151,60,114,66,130,129,148,148
129,178,84,110,140,201,130,150,148,138,123,62,129,137,147,147
94,164,116,82,93,164,107,137,80,120,68,65,128,135,146,146
5,140,10,82,5,103,3,78,68,79,136,31,200,143,145,145
86,100,177,85,78,121,19,22,104,89,39,22,120,138,144,144
76,116,189,112,75,113,87,63,76,92,8,36,119,144,143,143
193,176,88,71,196,174,13,22,149,35,104,30,117,110,142,142
19,89,93,60,15,81,1,8,18,97,92,11,192,167,141,141
92,122,72,148,110,132,100,135,142,146,121,88,124,83,140,140
47,37,128,129,62,85,49,59,63,163,65,77,133,132,139,139
135,164,34,150,140,168,162,163,174,40,173,100,132,79,138,138
5,32,113,178,10,13,3,4,47,58,68,5,188,200,137,137
3,59,150,170,3,31,4,2,30,71,1,4,196,132,136,136
169,118,44,58,164,121,24,54,163,66,104,122,97,66,135,135
18,101,47,67,13,100,51,124,191,49,178,147,169,108,134,134
8,30,86,59,1,11,6,40,14,25,46,89,203,193,133,133
141,58,197,15,175,97,147,93,66,200,26,191,115,190,132,132
146,62,200,16,178,69,119,67,76,53,22,190,129,138,131,131
151,72,164,14,163,110,86,16,75,176,9,192,36,11,103,103
14,11,144,1,30,37,27,17,79,58,45,203,177,178,1,1
