0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
138,60,131,8,141,60,127,60,18,25,54,161,76,149,34,34
105,139,87,96,100,139,132,148,132,112,115,82,34,10,33,33
91,7,153,7,112,12,70,8,94,145,11,162,88,160,32,32
29,34,121,101,17,22,48,44,64,113,27,60,31,135,31,31
155,44,73,5,156,54,136,39,86,161,108,163,53,158,30,30
45,70,124,20,42,75,134,87,65,161,88,150,32,33,29,29
53,18,121,26,37,3,33,17,37,135,8,131,127,129,28,28
27,103,113,82,35,103,59,130,86,100,45,68,28,29,27,27
32,68,145,137,22,57,121,130,71,88,17,20,27,27,26,26
148,150,119,68,163,136,136,141,41,87,21,96,30,30,25,25
17,43,144,133,15,34,8,49,96,41,31,51,26,28,24,24
55,109,60,125,50,109,50,113,57,39,88,37,24,28,82,82
63,138,147,151,41,138,134,141,102,96,39,39,27,23,22,22
135,153,149,111,136,153,123,100,29,111,42,58,82,80,83,83
24,42,47,9,38,36,21,44,6,165,121,165,131,151,105,105
69,162,134,97,49,162,150,161,32,106,18,79,123,41,144,144
57,16,10,8,68,16,76,22,52,39,159,156,146,143,143,143
107,61,15,76,127,64,153,61,155,116,163,90,6,133,142,142
18,69,44,63,16,55,20,71,148,131,130,112,97,23,141,141
38,27,49,31,48,37,30,37,133,9,100,131,75,29,140,140
138,149,162,90,142,130,163,149,41,116,2,78,139,139,139,139
31,115,68,134,36,118,26,128,131,82,98,29,136,28,138,138
122,159,26,152,113,159,84,134,150,20,145,9,113,94,137,137
56,57,61,94,48,57,64,60,133,103,118,57,135,101,136,136
67,147,98,153,67,147,85,153,120,66,84,8,115,32,135,135
86,34,53,51,88,34,110,65,77,13,110,116,94,130,134,134
13,63,25,133,38,57,59,76,144,96,150,47,111,5,133,133
97,64,30,118,102,87,131,60,138,49,130,46,114,123,132,132
116,33,137,45,124,35,111,33,56,151,8,120,26,120,131,131
69,11,84,10,62,4,43,5,126,163,61,152,71,154,130,130
59,127,111,154,66,127,137,131,44,53,95,24,120,125,129,129
6,19,49,89,1,31,41,75,149,53,138,85,128,136,128,128
43,21,117,36,34,16,38,4,126,142,79,132,82,114,145,145
70,87,78,102,122,95,102,128,86,41,89,59,125,121,146,146
83,132,75,155,78,132,75,123,148,11,119,6,123,27,147,147
77,45,107,135,82,63,33,65,99,42,51,46,123,140,157,157
26,86,130,57,36,98,75,90,93,122,39,114,121,147,164,164
41,81,42,89,69,80,141,92,125,76,162,86,161,146,163,163
132,119,165,156,142,153,156,119,46,62,18,5,112,151,162,162
105,47,15,107,97,64,105,95,163,109,149,66,149,121,161,161
155,144,109,61,150,158,114,153,78,140,47,102,147,153,160,160
85,117,156,129,81,100,148,124,102,25,64,36,155,159,159,159
55,106,93,113,32,64,58,82,38,119,65,78,153,105,158,158
47,72,138,130,16,74,129,105,71,25,30,22,153,140,156,156
27,14,30,35,29,29,50,3,37,145,138,127,158,135,148,148
154,151,42,43,153,157,68,157,111,127,125,104,149,70,155,155
112,79,40,84,94,69,90,46,96,115,122,88,90,136,154,154
137,154,11,157,157,157,110,135,37,98,161,4,134,123,153,153
138,128,60,158,138,133,145,139,134,36,105,3,124,77,152,152
86,80,66,83,67,80,103,77,71,97,86,95,140,84,151,151
48,93,139,19,55,81,37,96,51,47,13,148,129,134,150,150
69,86,133,131,77,88,42,66,65,91,6,53,83,89,149,149
22,50,17,110,24,38,24,82,158,106,145,62,103,131,127,127
4,26,128,86,12,65,19,58,38,113,35,76,99,94,126,126
73,10,12,8,120,34,88,21,147,164,162,164,101,165,125,125
88,136,47,47,95,132,149,138,153,129,137,105,119,92,124,124
69,101,150,15,28,60,14,75,13,100,48,143,89,155,102,102
104,35,118,24,95,41,77,35,106,9,49,125,17,98,101,101
28,64,20,105,23,68,37,97,130,119,153,64,96,65,100,100
61,139,148,159,48,139,138,134,56,85,40,55,84,88,99,99
3,43,45,104,5,44,15,44,97,12,128,63,94,140,98,98
113,64,108,103,128,62,139,144,127,64,76,67,92,92,97,97
161,144,90,75,145,144,161,153,101,146,95,102,104,86,96,96
77,97,102,18,96,71,57,89,15,12,82,144,85,75,95,95
44,3,115,3,85,38,63,35,137,161,84,153,40,150,94,94
100,73,29,117,101,78,128,66,145,99,131,54,101,83,93,93
4,8,35,38,11,12,18,14,128,50,125,129,114,110,92,92
162,146,41,160,124,142,41,142,129,83,125,34,90,60,91,91
117,52,78,13,90,26,81,49,80,36,39,159,3,157,90,90
131,105,76,16,116,93,150,108,95,150,119,148,79,67,89,89
101,85,5,116,129,85,106,69,7,62,158,49,102,79,88,88
147,145,38,54,147,154,63,154,134,120,123,113,99,61,87,87
80,116,15,104,94,117,79,105,141,111,156,84,86,88,86,86
163,160,145,84,141,160,162,159,48,34,8,68,115,96,103,103
102,4,137,6,77,4,95,46,91,163,32,157,81,157,85,85
3,53,77,105,3,37,3,47,44,93,19,7,165,107,104,104
16,58,27,136,37,65,58,73,160,102,148,52,96,59,106,106
49,6,107,38,58,4,27,4,56,156,38,127,47,120,123,123
92,155,103,91,70,155,22,105,104,117,74,85,121,72,122,122
96,138,59,161,129,141,147,136,115,82,106,24,100,128,121,121
150,84,61,17,142,71,75,46,100,154,95,146,95,127,120,120
63,3,5,14,49,24,57,10,145,2,150,154,141,142,119,119
117,100,119,21,128,86,32,70,87,33,34,144,97,115,118,118
132,139,99,135,143,139,73,104,24,77,37,47,131,109,117,117
21,71,54,162,33,83,18,54,86,66,80,23,105,99,116,116
62,76,69,112,87,85,88,93,9,85,92,51,129,97,115,115
33,75,50,55,23,59,60,91,136,119,146,104,109,72,114,114
48,120,84,80,49,127,53,128,57,108,63,87,117,87,113,113
132,151,50,131,162,148,123,139,146,93,140,39,111,65,112,112
17,46,56,109,11,50,31,69,124,89,105,58,109,119,111,111
101,145,31,163,109,145,81,142,14,48,131,22,108,102,110,110
47,30,99,12,53,30,34,54,111,30,74,153,94,152,109,109
100,147,128,164,133,142,93,131,70,105,68,41,128,103,108,108
77,23,125,40,107,35,108,29,56,142,17,126,43,107,107,107
11,57,60,54,9,57,24,89,104,121,97,106,24,27,84,84
165,113,144,150,103,132,58,75,100,49,34,1,1,1,1,1
