0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
58,33,162,16,30,26,2,9,16,25,72,167,240,246,118,118
8,7,217,10,8,16,17,20,90,252,20,221,97,252,117,117
165,182,50,42,142,160,176,211,138,58,167,225,175,147,116,116
45,44,175,16,20,71,24,31,32,219,99,225,242,207,115,115
98,32,57,15,163,71,35,19,48,48,148,221,59,103,114,114
171,176,119,69,171,185,143,154,125,20,187,227,184,104,112,112
18,49,64,29,6,21,26,78,102,29,101,227,238,212,98,98
73,29,158,29,90,39,57,37,113,208,144,228,191,252,111,111
98,25,124,27,85,15,11,15,75,23,98,219,121,252,110,110
97,24,136,28,84,21,8,14,160,137,93,211,123,251,109,109
94,23,120,30,83,20,13,11,148,241,96,217,126,248,108,108
31,37,39,30,38,36,2,8,3,224,197,231,212,243,107,107
7,31,53,48,11,29,20,52,238,188,227,231,246,231,106,106
106,114,45,24,94,91,41,75,46,253,180,243,187,153,105,105
1,3,9,12,1,3,1,3,2,27,4,15,255,247,104,104
3,1,31,13,1,1,1,1,2,27,5,9,255,254,1,3
42,50,243,110,22,93,67,37,73,231,12,163,109,174,102,102
66,25,196,104,33,33,99,33,6,214,167,141,145,170,101,101
57,49,217,88,30,87,74,33,40,129,21,155,116,172,100,100
2,2,84,88,2,1,1,1,42,4,2,9,254,255,99,99
1,3,61,190,1,3,2,2,139,64,59,13,255,253,97,97
40,27,237,9,12,44,25,16,88,225,4,189,109,198,64,64
4,6,168,71,9,26,1,7,186,247,178,210,243,254,33,33
5,17,191,240,4,12,46,48,44,41,34,10,196,121,63,63
169,203,53,241,179,194,178,143,222,84,168,13,137,63,30,30
55,100,50,88,36,84,61,142,56,3,69,121,169,128,29,29
27,10,78,89,27,10,21,13,229,106,176,89,230,244,28,28
127,162,208,91,108,149,133,195,115,188,28,137,142,134,27,27
15,65,16,82,13,30,16,83,58,76,215,111,250,233,26,26
128,42,147,1,94,15,127,37,168,174,99,223,80,202,25,25
150,98,134,3,114,88,152,71,39,77,104,244,89,205,24,24
91,1,10,3,69,1,1,3,240,136,226,204,245,249,23,23
140,92,101,40,132,111,151,96,232,251,207,233,163,238,22,22
87,40,144,6,26,36,59,18,15,41,72,210,243,240,21,21
7,1,89,50,4,3,6,2,120,120,47,72,250,255,20,20
196,62,64,103,222,63,188,47,46,7,115,131,64,20,19,19
31,129,49,85,45,113,23,67,206,187,170,208,170,227,18,18
6,24,170,84,3,37,2,10,92,186,48,171,230,253,16,16
64,152,111,100,52,139,5,5,212,40,148,201,172,250,2,2
157,33,33,1,185,106,113,19,229,223,183,221,107,178,15,15
41,43,32,16,31,70,15,38,101,220,81,182,177,176,14,14
160,111,101,65,188,123,84,27,187,227,191,184,84,183,13,13
8,9,187,19,7,10,1,12,78,8,18,146,181,237,12,12
9,9,183,18,10,14,12,6,37,215,43,140,188,251,11,11
4,7,106,13,1,6,1,6,108,198,69,135,227,242,10,10
46,77,17,35,42,50,45,49,229,185,222,176,252,191,9,9
59,81,38,40,43,45,34,41,36,214,231,163,253,173,8,8
35,12,61,44,33,13,35,11,22,67,68,162,230,248,7,7
225,151,78,35,241,154,209,173,12,24,180,142,46,12,6,6
99,65,198,78,100,97,69,35,123,237,20,191,102,168,5,5
113,70,207,77,117,93,76,44,96,223,48,187,111,173,4,4
110,39,160,67,136,32,113,34,160,139,89,186,44,223,3,3
4,8,21,42,4,8,5,8,183,152,213,136,252,246,31,31
19,12,53,47,15,8,24,1,59,132,237,188,248,245,17,17
133,185,231,207,121,139,73,108,162,29,60,36,68,94,32,32
173,26,202,122,192,50,88,43,134,144,66,110,53,17,49,49
51,5,4,156,68,7,14,2,32,130,254,112,220,191,62,62
69,4,243,143,60,10,80,29,114,87,34,78,183,220,61,61
133,252,41,249,186,250,171,250,101,94,244,15,60,19,60,60
139,137,37,226,131,128,201,191,253,54,251,104,203,51,59,59
197,63,230,44,212,107,220,119,103,165,69,231,50,57,58,58
242,231,100,249,247,232,239,245,5,74,127,3,26,5,57,57
234,253,93,231,214,254,172,229,170,89,128,17,11,4,56,56
156,98,237,126,136,84,169,155,77,196,15,141,19,50,55,55
209,55,180,243,212,59,180,63,161,55,193,1,35,57,54,54
229,17,131,7,236,42,226,22,34,43,161,225,22,56,53,53
208,125,211,43,228,135,194,111,144,220,89,204,90,55,52,52
182,202,192,171,185,209,80,85,119,12,30,67,3,33,51,51
254,185,151,186,255,183,251,231,132,24,185,73,18,50,50,50
48,22,182,190,47,24,86,38,103,58,20,38,175,207,48,48
128,133,226,66,138,166,154,128,90,111,33,155,4,45,34,34
178,103,163,185,194,104,194,118,142,172,136,94,51,49,47,47
23,118,74,250,20,75,72,166,142,71,95,1,241,135,46,46
42,15,108,9,12,24,47,1,128,236,115,208,244,254,45,45
89,98,29,247,110,101,81,88,207,48,181,8,181,6,44,44
96,64,48,167,127,59,127,82,248,199,233,183,176,173,43,43
229,235,147,55,218,238,221,194,152,193,116,161,50,28,42,42
92,85,177,242,114,161,54,76,160,33,144,47,43,37,41,41
146,177,26,205,154,158,128,142,42,125,190,73,213,123,41,40
49,56,154,231,51,44,83,83,140,19,135,12,172,46,39,39
222,254,164,254,70,254,219,253,141,111,129,50,38,45,38,38
172,123,80,88,178,128,49,57,163,124,97,125,47,44,37,37
65,95,35,130,94,131,62,111,1,178,220,169,205,67,36,36
93,170,121,73,149,190,120,139,31,238,82,215,22,55,35,35
8,49,67,149,3,46,39,67,251,158,233,123,204,212,127,127
122,219,142,117,109,214,80,178,233,212,188,139,54,136,65,65
74,52,51,198,29,20,93,61,222,122,196,49,230,185,128,128
77,205,2,111,97,201,184,219,253,181,249,183,72,66,193,193
115,194,67,118,65,195,80,179,168,100,149,112,69,39,222,222
156,170,243,236,152,151,196,177,139,141,49,58,83,92,221,221
146,142,130,137,90,78,156,147,104,142,183,57,229,236,220,220
160,145,83,187,145,128,179,192,156,52,87,67,149,108,219,219
136,88,202,161,130,78,93,99,22,183,59,196,110,136,218,218
254,253,175,220,251,245,244,229,51,83,96,27,49,39,217,217
114,214,16,106,106,217,139,226,93,5,218,129,246,142,216,216
69,119,229,214,67,106,33,36,139,108,61,28,108,88,215,215
172,9,177,113,188,9,95,23,15,172,58,99,19,214,214,214
186,223,4,229,201,216,239,230,254,111,253,51,183,51,213,213
79,146,234,237,66,148,136,175,94,95,62,16,39,38,212,212
65,158,21,242,88,215,50,122,219,41,247,19,37,8,211,211
164,231,29,140,191,237,179,226,207,157,248,125,169,107,210,210
55,11,187,180,51,8,9,3,122,78,59,19,178,240,208,208
70,119,98,192,75,76,130,109,193,28,103,56,222,221,194,194
184,213,157,91,152,209,141,167,104,220,123,158,32,34,207,207
193,97,241,106,190,93,100,30,48,187,6,111,34,187,206,206
252,121,174,210,254,119,252,188,171,136,172,77,8,207,205,205
249,88,179,226,248,94,252,152,46,158,189,96,9,206,204,204
241,253,177,82,255,234,212,213,119,188,98,132,17,201,203,203
196,58,205,231,179,60,217,73,130,177,50,96,11,181,202,202
228,54,117,179,235,73,160,51,12,145,187,61,12,201,201,201
203,192,214,222,205,195,229,223,69,112,36,76,28,183,201,200
217,151,207,190,193,93,237,185,112,108,21,80,87,232,199,199
208,151,168,169,208,129,251,241,52,168,148,170,30,175,198,198
54,223,86,178,35,225,104,239,104,164,89,77,237,81,197,197
240,242,166,208,241,241,250,224,19,99,206,32,33,44,196,196
46,82,25,69,34,46,75,39,23,174,220,169,250,250,195,195
31,69,38,134,42,53,34,89,249,26,229,153,239,37,223,223
74,75,159,113,62,57,81,50,132,228,135,182,208,195,209,209
57,19,154,156,75,18,45,24,68,3,127,122,210,167,224,224
53,74,12,14,58,76,56,35,238,233,196,216,100,5,241,241
105,61,132,13,161,81,34,36,171,177,147,224,32,196,254,254
164,77,116,142,163,52,68,40,107,52,81,141,24,195,253,253
244,253,152,254,162,253,242,255,52,94,139,51,252,191,252,252
17,6,36,141,36,12,17,1,70,142,219,105,255,184,251,251
63,133,83,250,47,119,56,173,144,53,81,6,224,177,250,250
88,178,60,209,135,205,78,159,248,6,221,44,33,32,249,249
82,77,158,138,63,44,84,39,130,73,175,87,244,220,248,248
6,30,25,4,8,67,13,14,194,23,207,183,82,239,247,247
1,40,1,27,5,71,24,47,253,17,249,209,201,75,246,246
24,57,47,134,12,26,38,53,17,22,89,85,248,245,245,245
60,69,215,9,63,79,108,47,67,64,29,169,84,121,244,244
14,17,92,100,23,21,29,21,208,161,159,128,238,231,243,243
171,143,91,181,148,126,191,193,101,48,101,72,152,110,242,242
164,246,206,205,172,245,135,246,89,87,37,24,26,21,240,240
243,212,122,174,231,211,215,182,158,119,98,87,18,161,226,226
18,25,24,194,75,38,36,30,43,137,229,76,191,156,239,239
2,68,229,150,2,70,6,128,2,113,44,61,172,121,238,238
24,108,183,163,24,95,49,190,11,51,97,64,155,30,237,237
7,171,62,169,6,168,8,154,172,145,71,62,254,195,236,236
58,56,184,160,50,63,13,99,4,4,47,60,170,234,235,235
119,187,93,163,123,186,170,214,86,8,143,81,171,134,234,234
48,211,4,170,58,197,115,217,40,58,253,102,251,132,233,233
180,110,165,21,183,113,98,69,140,41,59,159,173,231,232,232
59,65,104,15,41,48,92,79,225,221,166,175,177,207,231,231
1,9,89,15,1,8,1,9,53,10,19,122,255,253,230,230
87,191,18,69,61,176,66,104,216,154,242,172,184,193,229,229
104,71,192,61,98,50,91,26,107,196,28,141,193,255,228,228
116,146,77,77,111,135,116,109,28,15,176,163,186,148,227,227
25,56,4,17,26,47,9,29,6,229,252,193,241,164,225,225
50,25,219,94,14,3,6,5,113,178,21,105,112,209,192,192
61,32,85,90,16,24,51,41,145,137,89,78,233,244,161,161
65,23,114,105,15,2,29,5,100,42,68,36,232,245,191,191
39,118,33,147,43,125,71,133,34,161,241,90,243,237,158,158
133,193,100,125,78,141,89,136,150,82,52,77,127,143,157,157
88,183,11,74,74,138,59,125,11,65,206,113,243,226,156,156
11,38,114,109,11,37,67,118,180,18,92,155,146,219,155,155
29,35,150,135,27,22,61,88,33,6,55,148,183,227,154,154
61,29,208,53,30,15,9,16,152,168,66,122,208,246,153,153
6,6,66,201,10,10,13,48,60,40,70,10,250,246,152,152
10,24,38,166,7,13,41,11,169,48,72,15,254,230,151,151
1,6,224,149,1,5,1,1,75,46,1,15,246,232,150,150
2,3,211,138,3,3,2,6,64,78,3,17,248,231,149,149
152,243,156,254,144,242,10,116,178,26,104,35,148,142,148,148
169,16,147,170,156,14,30,5,13,131,172,56,117,141,147,147
3,4,155,158,1,4,3,3,107,14,38,40,236,254,146,146
6,1,187,208,8,3,7,3,127,57,26,25,75,217,144,144
25,15,54,202,35,19,3,5,132,40,139,24,213,124,130,130
1,8,207,182,2,6,1,2,39,95,16,19,203,223,143,143
15,4,220,211,25,4,27,7,8,67,38,17,67,224,142,142
200,81,146,223,216,146,235,167,227,89,191,32,14,141,141,141
11,4,87,181,36,11,6,7,14,29,62,21,109,224,140,140
166,151,140,249,183,149,135,142,158,85,184,9,139,139,139,139
6,11,179,216,5,17,4,11,70,107,21,12,250,198,138,138
2,6,36,219,1,12,11,16,143,22,136,12,117,213,137,137
46,28,217,220,62,20,1,14,73,52,22,10,78,132,136,136
47,41,220,225,64,33,37,26,117,11,38,10,79,131,135,135
236,165,154,238,237,162,245,216,196,103,192,23,80,134,134,134
3,17,91,204,15,21,12,15,31,46,63,11,72,126,133,133
129,107,206,203,56,60,215,171,110,4,21,23,145,205,132,132
1,1,242,186,1,1,1,1,50,13,1,3,232,255,131,131
21,9,105,110,18,8,108,14,28,32,106,178,162,229,159,159
35,40,62,152,35,33,146,67,59,8,240,205,104,217,145,145
27,128,55,74,13,94,6,95,67,187,73,145,237,200,160,160
45,29,103,108,30,12,27,30,68,49,120,136,138,227,177,177
195,228,123,145,188,224,162,149,234,153,177,143,169,58,190,190
7,12,85,125,1,5,10,2,102,42,43,110,248,238,189,189
3,1,12,228,2,1,3,2,66,32,75,9,255,254,188,188
110,180,16,232,102,195,17,109,178,33,179,10,183,41,187,187
161,169,114,140,158,143,93,10,110,126,102,81,78,6,186,186
165,179,121,135,159,161,127,21,180,105,100,79,79,5,185,185
15,4,74,64,12,5,1,1,8,180,74,112,135,233,184,184
87,90,8,71,97,80,80,80,43,13,217,120,57,251,183,183
202,92,76,77,157,57,161,87,105,94,64,118,58,242,182,182
15,23,23,98,12,43,7,8,184,32,158,70,245,157,181,181
202,149,108,105,210,142,136,71,41,63,105,116,71,161,180,180
4,3,33,105,3,3,1,3,218,26,175,92,254,250,179,179
210,98,107,181,224,119,141,67,198,129,111,59,83,159,178,178
212,99,153,185,217,120,143,65,52,118,112,58,80,158,176,176
31,48,41,24,6,9,9,25,237,26,209,221,252,255,162,162
39,83,88,152,36,56,23,60,178,106,78,84,138,106,175,175
7,18,23,111,1,21,3,1,27,64,152,81,252,203,174,174
93,163,79,122,80,162,2,7,157,1,51,39,153,47,173,173
3,4,14,155,2,1,6,1,108,12,74,14,241,255,172,172
1,56,1,193,11,34,8,33,252,46,242,28,254,254,171,171
21,21,54,187,14,21,5,6,49,145,71,49,157,91,170,170
2,3,46,153,4,3,3,2,111,124,55,25,236,213,169,169
2,3,97,106,3,2,3,3,3,24,1,3,255,254,3,2
170,40,42,7,203,76,108,3,2,34,182,226,81,180,167,167
30,58,58,240,23,29,20,24,54,51,69,3,230,178,166,166
1,2,200,241,1,2,2,2,80,38,3,1,253,246,165,165
3,1,190,243,7,2,2,5,56,50,14,3,249,247,164,164
2,2,81,181,2,2,5,1,77,49,20,1,255,254,163,163
8,4,17,112,4,3,29,17,230,91,220,64,251,239,129,129
17,6,57,137,7,1,33,21,247,157,236,86,247,242,1,1
