0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
61,85,127,307,109,90,113,109,325,111,247,49,32,93,180,180
65,256,330,356,70,248,9,140,15,150,25,38,228,169,181,181
114,269,337,361,130,266,21,175,44,12,29,33,272,171,158,158
181,225,190,371,114,223,1,5,25,15,113,34,369,177,106,106
191,226,156,339,172,223,102,94,4,133,145,32,309,177,105,105
112,194,284,357,79,172,4,80,150,120,23,35,234,175,104,104
144,272,265,360,127,248,85,234,186,115,34,46,274,165,30,30
166,259,250,359,161,250,205,254,185,23,176,51,301,172,31,31
90,146,101,342,118,157,2,19,34,36,169,24,417,176,32,32
105,187,171,340,74,183,156,224,258,128,133,42,415,169,33,33
130,159,231,250,82,157,84,213,267,326,176,278,280,286,34,34
13,89,234,268,17,80,28,123,259,163,145,51,318,187,35,35
34,99,135,217,38,94,13,98,14,174,161,31,347,197,36,36
41,105,324,254,23,113,49,171,253,121,113,60,343,197,37,37
9,150,365,241,8,137,7,172,104,163,19,33,202,192,38,38
132,49,115,108,126,51,112,57,156,224,147,152,301,392,39,39
26,27,64,82,53,27,16,67,73,310,284,157,384,380,29,29
44,6,76,86,22,11,59,15,174,85,205,157,412,417,40,40
174,115,219,106,174,71,136,140,283,134,196,179,266,374,42,42
46,34,256,106,49,41,32,31,61,54,73,127,354,398,43,43
3,1,269,93,4,2,3,5,133,106,14,61,416,408,44,44
92,29,117,96,61,9,89,49,8,45,150,117,295,398,45,45
9,14,325,93,9,10,8,10,154,14,15,101,334,390,46,46
5,12,303,110,6,5,7,15,159,186,33,85,367,405,47,47
20,16,161,107,20,9,20,4,187,161,157,92,306,404,48,48
10,12,315,99,17,9,13,11,151,111,19,84,332,404,49,49
231,134,318,99,224,107,234,170,22,287,114,194,193,359,50,50
18,1,200,112,35,4,31,2,128,123,142,128,329,364,51,51
95,7,232,129,149,14,101,8,89,90,222,139,226,395,41,41
3,22,285,214,3,23,7,3,119,7,53,82,235,218,28,28
43,114,314,275,17,109,33,47,221,215,113,115,380,215,27,27
277,72,313,268,277,18,199,52,145,63,15,32,29,42,26,26
6,4,196,131,13,6,11,3,240,203,152,136,303,381,3,3
399,92,404,86,398,94,399,123,48,56,21,334,2,4,4,4
25,153,393,115,38,153,13,179,98,162,9,224,235,348,5,5
1,7,43,164,9,1,2,3,17,177,296,87,416,410,6,6
20,3,124,197,19,8,38,24,194,230,174,100,373,379,7,7
16,14,127,209,22,26,70,27,99,249,170,95,382,362,8,8
102,132,274,220,95,86,145,151,111,212,117,98,342,392,9,9
39,58,329,209,32,19,37,59,11,25,77,63,262,412,10,10
194,17,237,332,171,11,236,33,99,218,147,92,209,385,11,11
130,5,400,253,119,1,130,1,73,145,11,51,185,414,12,12
44,26,194,119,34,22,7,3,3,91,133,126,393,335,13,13
5,41,397,162,6,45,9,119,125,154,10,119,234,335,14,14
2,38,259,199,1,19,2,104,31,23,44,60,377,356,15,15
5,57,362,153,12,43,12,119,163,234,11,82,408,341,16,16
405,189,411,189,406,368,400,232,144,311,21,184,28,17,17,17
20,257,254,110,16,211,12,268,227,135,126,327,320,292,18,18
9,55,173,84,4,46,10,47,8,325,133,285,416,322,19,19
11,95,133,83,11,51,24,59,279,356,165,293,410,317,20,20
50,55,104,86,55,23,133,38,327,347,325,287,370,411,21,21
383,5,410,320,388,4,392,10,128,231,55,53,47,22,22,22
88,20,401,322,119,30,75,10,44,261,13,96,2,20,23,23
41,182,144,417,53,162,1,62,36,66,101,8,338,143,24,24
93,134,270,412,107,156,90,133,213,104,123,11,282,148,25,25
401,402,385,413,386,402,287,300,227,4,74,10,24,33,52,52
2,3,124,141,4,10,2,4,90,53,199,87,357,333,53,53
189,104,254,233,102,70,209,76,270,161,133,108,288,365,54,54
95,150,106,384,122,167,170,227,92,96,253,11,358,146,80,80
53,156,270,88,28,172,48,121,200,260,77,204,242,305,82,82
18,8,377,304,8,8,38,1,152,27,22,179,256,390,83,83
345,282,395,98,324,317,237,248,82,356,7,344,148,149,84,84
55,29,287,361,32,11,36,1,50,50,100,7,416,398,85,85
193,73,262,378,189,62,205,107,157,104,175,23,197,190,86,86
148,280,3,122,196,322,58,259,387,247,361,340,86,13,87,87
120,262,5,129,182,313,63,236,31,9,354,338,87,12,88,88
123,308,46,125,154,307,71,279,355,359,335,335,88,16,89,89
125,292,366,142,115,294,9,169,194,374,62,334,89,15,90,90
168,354,278,291,148,355,190,354,61,342,75,260,90,11,91,91
277,140,15,253,304,97,331,206,400,312,408,180,189,81,81,81
2,11,65,374,19,16,3,12,29,154,252,40,415,361,92,92
378,260,183,187,351,235,361,220,361,327,307,203,19,17,94,94
412,104,413,241,384,23,405,249,64,300,1,271,93,92,95,95
299,291,132,246,307,317,375,353,7,327,315,261,21,17,96,96
187,135,159,153,204,116,208,107,281,237,220,108,215,370,97,97
272,217,280,354,264,253,285,234,322,59,268,65,17,72,98,98
406,105,354,214,405,56,406,105,102,80,76,299,16,99,99,99
303,287,276,165,287,281,304,286,15,247,271,189,17,74,100,100
270,122,234,146,252,56,316,160,322,182,302,202,18,366,101,101
382,305,122,216,382,287,329,317,355,202,327,98,15,332,102,102
272,195,142,193,231,193,253,159,159,21,214,207,287,311,103,103
319,331,235,416,319,335,257,235,258,82,261,9,14,17,93,93
159,263,336,93,110,246,185,228,15,75,137,273,334,295,79,79
86,109,238,410,110,131,105,102,8,115,115,4,288,156,67,67
131,133,127,184,118,151,162,218,318,2,233,238,338,272,78,78
386,342,6,365,386,340,368,262,414,151,408,37,12,90,56,56
361,359,285,254,355,363,283,319,42,197,264,70,10,91,57,57
149,85,230,150,129,75,118,80,190,254,122,180,307,361,58,58
382,416,240,161,340,408,332,416,245,327,134,307,57,2,59,59
413,360,400,170,414,352,416,340,201,149,82,157,10,60,60,60
313,124,391,308,323,116,276,150,157,229,18,134,10,367,61,61
267,28,108,141,211,7,295,31,233,315,256,208,329,404,62,62
122,156,271,407,108,125,193,122,154,132,184,18,278,166,63,63
114,240,276,238,113,190,104,257,173,73,71,100,258,346,64,64
273,369,170,366,269,393,232,355,193,158,253,153,54,66,65,65
408,354,398,251,400,120,411,371,108,98,25,66,5,55,55,55
412,366,397,61,404,114,400,126,163,344,35,324,44,66,66,66
3,9,302,32,21,10,3,6,39,45,87,368,285,407,68,68
351,274,327,10,387,329,350,344,114,416,192,406,53,51,69,69
281,67,23,334,325,98,293,42,33,294,377,168,56,59,70,70
97,228,294,389,66,204,115,241,128,108,60,27,264,157,71,71
270,83,191,154,267,88,240,50,5,70,285,217,9,59,72,72
399,319,8,97,403,328,408,318,399,212,414,350,8,57,73,73
293,107,390,217,312,96,269,117,137,237,23,230,31,357,74,74
124,79,85,48,89,93,64,38,340,370,356,383,339,294,75,75
151,389,306,309,163,389,161,390,196,341,132,262,74,3,76,76
70,126,90,210,82,79,31,111,277,243,280,99,406,391,77,77
74,307,40,206,109,322,123,320,397,87,367,290,76,7,208,208
60,346,349,174,48,356,61,338,71,371,81,317,76,26,2,2
343,385,70,289,337,378,51,376,355,309,325,254,208,71,209,209
13,47,65,223,85,83,7,32,333,304,291,202,368,306,211,211
388,405,125,51,391,405,399,405,32,392,355,368,74,51,343,343
179,164,117,84,198,196,207,218,281,336,188,316,318,301,344,344
118,122,311,321,104,131,137,126,134,144,99,162,250,251,345,345
153,319,322,357,111,317,149,318,144,343,70,283,61,29,346,346
386,302,41,374,389,301,389,309,68,91,417,1,32,67,347,347
301,368,165,155,258,368,153,368,2,21,171,325,344,2,348,348
214,138,218,166,204,119,201,121,269,301,137,203,214,274,349,349
380,402,146,199,371,375,304,380,347,212,279,288,63,66,350,350
70,188,291,408,88,195,76,133,256,128,95,10,278,152,351,351
237,101,146,116,247,83,259,150,306,317,296,280,180,54,352,352
137,118,94,100,161,95,138,158,31,190,297,208,370,352,342,342
67,171,333,363,67,160,53,125,74,109,33,183,212,252,353,353
214,6,77,157,226,33,243,2,397,30,358,235,23,377,355,355
142,380,105,304,184,370,39,366,35,82,332,258,353,43,356,356
245,161,407,181,258,164,291,240,161,237,16,162,61,346,357,357
204,276,249,405,177,264,129,265,60,149,79,29,349,154,358,358
230,388,141,307,258,388,281,392,341,90,266,261,356,55,359,359
338,277,53,43,338,280,362,248,5,261,405,381,344,357,360,360
147,236,152,294,102,172,185,214,304,185,222,79,330,238,361,361
220,243,46,140,214,193,172,253,321,181,353,144,400,296,362,362
311,13,412,339,323,12,361,26,69,126,4,31,54,356,363,363
275,331,221,12,259,329,267,330,237,401,150,405,321,53,364,364
190,388,84,168,226,389,75,376,359,360,324,314,361,41,354,354
246,117,59,378,358,226,277,140,402,216,381,197,191,340,340,340
29,335,208,49,27,316,41,350,55,48,93,369,348,122,328,328
307,177,23,355,327,195,298,111,406,120,383,23,53,340,339,339
11,76,4,325,70,51,20,89,340,30,349,125,401,332,317,317
179,31,107,378,218,28,166,15,375,150,345,57,181,62,318,318
39,95,191,395,6,57,7,91,48,196,145,62,403,330,319,319
243,302,22,163,298,332,161,326,388,359,389,310,316,344,320,320
20,170,166,44,22,200,12,81,295,70,211,366,405,320,321,321
76,152,336,19,115,284,57,188,201,287,97,397,4,48,322,322
171,92,176,279,160,116,161,39,314,158,215,182,331,264,323,323
182,206,136,417,193,236,178,152,294,96,172,13,362,142,324,324
387,376,139,101,388,376,393,368,317,48,312,352,321,286,325,325
112,215,246,316,105,196,126,179,90,115,98,56,324,245,326,326
156,210,371,319,145,211,203,148,152,190,50,74,254,352,316,316
133,106,169,144,139,118,176,101,62,220,178,140,326,359,327,327
239,142,82,150,239,67,232,141,336,300,342,218,43,403,329,329
155,202,331,238,149,220,49,222,212,242,112,255,242,292,330,330
101,361,383,412,101,373,318,371,89,143,47,194,331,42,331,331
155,209,334,119,138,170,97,212,154,322,86,243,276,342,332,332
88,261,223,53,81,185,121,265,41,273,175,340,203,312,333,333
373,165,62,358,355,134,375,212,401,44,400,125,48,307,334,334
22,174,169,51,19,206,11,87,321,76,208,363,407,321,335,335
342,121,64,75,321,75,362,133,384,386,400,357,166,309,336,336
290,348,93,387,293,349,252,276,366,120,346,14,47,295,337,337
270,34,364,110,269,44,285,67,244,379,279,317,111,321,338,338
46,127,282,229,27,143,48,74,162,307,41,182,203,222,365,365
374,277,382,79,376,279,341,155,183,310,95,346,39,325,341,341
392,36,406,340,397,40,398,37,213,84,84,93,44,366,366,366
135,159,237,114,134,135,78,168,104,14,198,289,294,317,393,393
308,43,82,263,271,56,302,27,371,55,357,193,41,328,395,395
93,274,246,42,105,349,174,355,271,390,174,379,350,367,396,396
98,368,281,386,97,387,137,368,143,324,84,222,314,36,397,397
15,13,199,331,39,10,61,13,256,197,164,100,356,377,398,398
97,367,112,102,108,380,147,391,343,325,270,302,395,40,399,399
32,321,166,59,84,336,68,337,208,376,260,353,348,41,400,400
375,190,94,6,383,248,320,58,389,414,336,411,248,411,401,401
104,214,282,8,181,301,53,264,298,414,163,415,51,39,402,402
66,40,285,144,42,38,79,85,12,280,85,123,363,381,403,403
197,253,61,245,182,151,210,285,382,169,334,84,355,323,404,404
193,223,220,263,200,228,192,230,256,115,166,99,313,255,394,394
298,128,43,150,303,102,329,116,407,326,391,235,40,396,405,405
322,394,272,74,337,405,325,403,89,347,131,362,339,35,407,407
329,205,35,162,346,223,370,355,401,299,366,274,39,374,408,408
366,163,12,285,365,138,354,127,60,41,402,63,37,359,409,409
170,43,95,335,231,78,205,26,37,229,331,191,70,260,410,410
341,344,92,251,334,321,324,285,80,319,328,230,37,311,411,411
129,130,131,187,120,153,160,232,70,68,234,239,345,265,412,412
82,6,200,5,164,73,119,30,24,5,305,411,222,356,413,413
175,379,313,185,174,370,27,327,172,361,96,332,410,36,414,414
60,347,359,391,66,362,103,347,125,184,38,237,373,35,415,415
367,271,255,78,334,264,329,230,51,337,153,351,282,364,416,416
351,349,201,343,357,352,294,299,261,20,254,45,179,214,406,406
225,202,158,215,204,223,184,131,241,193,211,128,338,216,392,392
64,341,250,163,60,348,105,410,165,194,154,308,365,34,380,380
123,35,183,322,116,35,118,18,120,149,177,108,317,202,391,391
389,174,397,129,385,199,405,169,296,353,206,312,195,379,369,369
58,70,304,317,32,65,92,44,1,54,41,112,278,205,370,370
62,61,210,238,38,74,205,161,234,293,168,279,322,307,371,371
401,394,273,226,396,391,374,358,325,27,240,174,33,319,372,372
105,134,365,293,100,131,99,93,82,311,64,244,230,301,373,373
311,228,210,149,296,178,275,260,335,200,263,196,182,331,374,374
356,165,32,262,349,145,340,121,384,232,375,97,18,360,375,375
107,135,356,202,98,84,139,75,113,217,21,86,248,225,376,376
66,14,24,73,81,17,191,19,404,375,386,365,315,400,377,377
46,327,72,13,64,335,95,355,389,411,348,406,337,29,378,378
217,297,272,7,205,303,303,306,244,412,104,416,189,32,368,368
185,250,119,191,125,235,198,294,10,69,354,285,380,261,379,379
212,300,237,257,195,276,197,290,137,192,186,61,295,195,381,381
40,153,242,83,29,86,28,195,1,180,123,282,363,343,382,382
265,199,143,192,229,195,251,167,30,21,212,238,294,305,383,383
13,321,131,395,20,331,36,311,56,92,141,135,391,27,384,384
377,189,93,8,381,241,319,65,356,206,338,412,250,410,385,385
117,29,62,321,93,20,155,41,8,105,341,112,393,272,386,386
353,290,34,410,357,272,391,287,412,50,413,4,152,223,387,387
35,34,253,216,98,116,28,30,130,271,49,228,252,264,388,388
387,316,53,104,371,266,383,267,363,215,385,274,3,385,389,389
405,368,417,315,415,292,414,284,94,14,7,303,138,259,390,390
146,185,74,385,162,137,138,191,345,96,274,66,383,177,367,367
33,41,107,289,35,34,100,45,144,46,217,37,133,224,315,315
212,196,206,384,204,195,238,139,12,155,178,26,219,146,314,314
90,64,398,332,109,95,118,92,93,202,1,60,196,266,313,313
163,16,15,1,243,71,191,18,403,115,414,417,335,410,239,239
81,57,81,93,190,115,148,81,361,336,346,330,136,313,240,240
177,199,137,134,179,170,209,288,308,96,226,146,349,342,241,241
116,321,305,251,53,321,108,320,232,353,149,291,240,140,242,242
352,267,8,279,357,243,368,150,96,290,413,248,128,371,243,243
328,270,318,53,254,201,246,113,263,82,158,314,229,407,244,244
162,75,18,120,267,186,171,64,385,41,370,131,20,258,245,245
324,391,243,73,326,390,326,391,287,345,169,358,217,129,246,246
333,136,4,163,326,83,363,192,391,276,402,130,161,229,247,247
260,204,126,236,245,140,255,217,327,189,239,60,178,381,248,248
123,154,107,258,128,106,107,178,56,57,273,94,413,342,238,238
178,29,19,194,222,8,233,35,397,320,395,236,145,399,249,249
148,172,161,143,146,208,140,110,142,132,197,164,281,221,251,251
96,27,222,160,85,30,105,24,116,248,148,150,404,414,252,252
98,212,45,43,131,286,119,310,396,315,378,390,346,109,253,253
4,4,365,378,12,2,19,2,180,45,22,18,262,355,254,254
341,414,265,125,305,416,409,409,316,292,230,293,253,211,255,255
306,17,79,214,234,28,291,40,399,266,352,200,184,370,256,256
272,161,135,123,302,175,274,157,367,354,330,281,12,185,257,257
229,291,170,119,235,267,229,288,17,364,217,329,354,283,258,258
238,167,164,108,242,160,239,228,320,356,298,302,174,218,259,259
26,52,283,134,31,41,53,30,27,101,100,159,319,356,260,260
89,228,314,335,61,200,111,253,261,161,128,47,288,180,250,250
301,52,320,304,290,53,330,53,242,190,205,59,127,341,237,237
18,205,357,399,26,185,25,221,128,166,30,21,203,163,236,236
66,199,375,383,67,207,34,191,64,52,37,8,181,173,235,235
62,38,354,236,42,91,49,26,155,321,40,199,203,279,212,212
298,206,228,370,285,214,381,274,373,67,277,18,163,224,213,213
408,221,392,138,408,224,408,229,83,278,206,125,149,213,214,214
69,148,356,279,44,168,94,209,49,73,32,202,202,250,215,215
147,48,122,248,120,65,201,66,267,63,274,226,362,249,216,216
77,122,213,414,91,142,82,120,32,129,96,2,268,155,217,217
111,168,281,159,93,214,96,105,44,258,58,140,236,217,218,218
157,230,104,342,123,187,212,269,272,171,272,45,375,178,219,219
217,398,373,39,256,404,199,398,45,366,41,374,206,119,220,220
265,320,371,28,292,307,209,314,150,405,53,381,160,120,221,221
98,348,342,302,108,334,127,348,199,8,86,277,210,121,222,222
322,178,6,358,331,197,329,139,411,137,411,24,178,213,223,223
199,116,13,212,204,101,209,117,398,332,394,219,196,200,224,224
178,155,240,172,162,157,210,201,198,342,145,272,282,267,225,225
163,209,335,63,141,212,108,158,104,270,80,351,226,329,226,226
29,334,126,141,10,336,30,351,241,352,192,300,226,111,227,227
183,220,174,317,188,227,219,223,148,307,227,232,348,243,228,228
386,356,396,252,356,266,414,358,244,12,143,306,227,227,229,229
43,57,299,234,86,73,33,58,109,127,70,55,279,387,230,230
49,286,201,219,65,326,175,372,248,351,311,309,229,206,231,231
397,288,337,53,395,291,403,302,204,393,161,360,101,230,232,232
201,40,33,280,262,102,202,26,403,57,372,172,149,329,233,233
411,236,413,174,408,196,337,52,96,111,4,120,158,257,234,234
246,151,407,165,240,119,282,245,106,93,18,165,181,284,261,261
359,409,171,43,353,409,207,409,242,401,199,376,281,113,262,262
103,324,137,251,173,319,140,334,308,244,242,288,287,110,263,263
143,369,329,199,149,369,141,369,165,370,61,322,287,115,289,289
66,335,281,40,57,339,128,363,209,254,112,366,285,127,291,291
36,132,211,200,29,97,93,191,19,152,101,88,317,352,292,292
122,109,109,171,164,202,113,123,293,265,185,121,344,202,293,293
204,104,311,196,216,127,134,111,64,282,86,198,204,272,294,294
214,231,182,134,159,235,215,198,286,211,214,340,318,144,295,295
267,123,129,163,277,106,227,128,237,319,283,234,109,252,296,296
374,172,63,352,354,141,376,213,313,153,399,112,179,261,297,297
369,125,383,209,336,139,335,116,234,223,111,217,147,288,298,298
89,173,367,232,84,188,94,205,143,305,72,217,223,266,299,299
226,65,70,339,266,99,248,93,376,280,339,174,186,204,300,300
268,35,348,320,285,17,274,59,217,273,226,87,96,373,290,290
302,275,160,203,305,273,310,220,297,144,309,63,140,255,301,301
213,99,137,236,215,149,230,47,307,276,200,158,292,316,303,303
287,390,338,87,271,382,196,390,100,384,95,363,252,129,304,304
272,227,48,409,284,255,383,297,396,55,387,11,168,303,305,305
63,157,97,347,60,148,6,63,333,114,254,29,398,153,306,306
8,49,159,278,7,113,30,246,197,225,243,161,306,289,307,307
147,218,138,300,151,244,125,194,278,179,188,223,297,236,308,308
407,311,417,280,404,367,415,331,93,35,3,175,152,307,309,309
390,407,406,371,401,402,353,317,51,137,11,286,283,307,310,310
381,302,321,293,339,258,366,176,299,160,221,183,90,308,311,311
209,199,146,228,187,163,142,115,128,252,172,106,349,225,312,312
267,131,58,383,331,129,294,150,407,210,390,68,91,202,302,302
220,80,313,310,232,16,200,69,229,225,252,122,175,373,288,288
336,122,304,72,365,160,328,156,297,368,240,358,111,236,276,276
249,188,132,158,230,160,275,184,92,273,327,241,224,298,287,287
218,172,42,233,222,128,205,185,291,185,352,51,342,372,265,265
276,112,180,356,247,102,328,159,157,262,259,135,136,260,266,266
211,281,138,109,218,275,199,301,318,375,238,314,334,301,267,267
351,347,12,40,374,368,383,394,400,245,406,367,262,249,268,268
156,231,71,10,228,233,7,215,393,409,343,406,251,332,269,269
264,409,360,170,217,407,293,409,89,373,61,313,268,134,270,270
159,66,145,228,149,47,189,108,114,184,216,38,369,376,271,271
185,100,163,215,178,96,229,96,262,321,195,237,233,269,272,272
10,221,20,239,14,243,12,306,324,334,361,289,271,104,273,273
407,355,356,358,405,367,398,360,302,135,194,23,139,272,274,274
95,370,283,391,105,383,138,370,196,314,81,225,264,115,264,264
346,254,202,23,358,293,340,257,32,73,223,400,179,137,275,275
304,138,185,113,302,179,309,172,49,63,318,333,96,245,277,277
105,200,182,26,166,291,69,210,185,403,90,392,177,112,278,278
124,144,121,224,145,176,151,232,178,343,182,275,346,289,279,279
256,261,242,147,235,240,233,220,6,320,117,186,264,249,280,280
306,63,339,319,361,79,253,21,75,234,23,88,124,257,281,281
367,107,381,208,333,136,332,95,227,219,113,212,157,273,282,282
245,86,180,209,239,87,262,143,294,359,318,276,174,250,283,283
298,294,204,391,301,323,315,309,344,128,296,66,187,261,284,284
374,304,28,98,360,281,354,284,392,382,367,328,168,272,285,285
261,416,257,200,255,408,105,397,252,380,155,319,284,139,286,286
386,373,138,100,389,374,392,369,367,221,311,350,105,54,210,210
417,409,126,334,417,409,374,403,327,257,310,137,1,1,1,1
